age_bin,collection_date,positive_result,positivity_7day
>=65,2022-06-22,COVID,0.3104657346394453
>=65,2022-06-23,COVID,0.3103466323514535
18-24,2021-11-02,FluA,
18-24,2021-11-03,FluA,
18-24,2021-11-04,FluA,
18-24,2021-11-05,FluA,
18-24,2021-11-06,FluA,
18-24,2021-11-07,FluA,
18-24,2021-11-08,FluA,0.018340868345957047
18-24,2021-11-09,FluA,0.017981855145852352
18-24,2021-11-10,FluA,0.01669943934716528
18-24,2021-11-11,FluA,0.0147361009614131
18-24,2021-11-12,FluA,0.013792616709156182
18-24,2021-11-13,FluA,0.013503694625765303
18-24,2021-11-14,FluA,0.012675122456156719
18-24,2021-11-15,FluA,0.012473998981995216
18-24,2021-11-16,FluA,0.012282642551940776
18-24,2021-11-17,FluA,0.013014922957466207
18-24,2021-11-18,FluA,0.013682576690792161
18-24,2021-11-19,FluA,0.014289999426570258
18-24,2021-11-20,FluA,0.015063557170666469
18-24,2021-11-21,FluA,0.017114514916402125
18-24,2021-11-22,FluA,0.01796922982660224
18-24,2021-11-23,FluA,0.019638330912571483
18-24,2021-11-24,FluA,0.02112570635285151
18-24,2021-11-25,FluA,0.02171976420070975
18-24,2021-11-26,FluA,0.021880498190301138
18-24,2021-11-27,FluA,0.021812684827964786
18-24,2021-11-28,FluA,0.02188337939408887
18-24,2021-11-29,FluA,0.022450577264844857
18-24,2021-11-30,FluA,0.02242648250155819
18-24,2021-12-01,FluA,0.022039638749771263
18-24,2021-12-02,FluA,0.022046312056378
18-24,2021-12-03,FluA,0.022773177557738063
18-24,2021-12-04,FluA,0.023688773232387612
18-24,2021-12-05,FluA,0.02212232338512313
18-24,2021-12-06,FluA,0.022325633466182358
18-24,2021-12-07,FluA,0.022572663845663064
18-24,2021-12-08,FluA,0.021442459707319925
18-24,2021-12-09,FluA,0.021455642444396485
18-24,2021-12-10,FluA,0.02045887308028018
18-24,2021-12-11,FluA,0.019723233949050113
18-24,2021-12-12,FluA,0.020378298199836664
18-24,2021-12-13,FluA,0.019548349548238964
18-24,2021-12-14,FluA,0.01896058888160012
18-24,2021-12-15,FluA,0.018570842767153893
18-24,2021-12-16,FluA,0.01847694829752753
18-24,2021-12-17,FluA,0.018288538035369402
18-24,2021-12-18,FluA,0.018080584472304182
18-24,2021-12-19,FluA,0.01820279519234099
18-24,2021-12-20,FluA,0.01763513356389295
18-24,2021-12-21,FluA,0.016422636941091424
18-24,2021-12-22,FluA,0.015805899572981306
18-24,2021-12-23,FluA,0.014585460476371725
18-24,2021-12-24,FluA,0.013690043520109082
18-24,2021-12-25,FluA,0.011245719783009677
18-24,2021-12-26,FluA,0.009429669061197455
18-24,2021-12-27,FluA,0.009038345286338857
18-24,2021-12-28,FluA,0.008037679445185767
18-24,2021-12-29,FluA,0.007358092956286639
18-24,2021-12-30,FluA,0.006513005854297012
18-24,2021-12-31,FluA,0.006266858992612133
18-24,2022-01-01,FluA,0.00924304946880261
18-24,2022-01-02,FluA,0.008837865682575063
18-24,2022-01-03,FluA,0.007574495132473733
18-24,2022-01-04,FluA,0.00677582788928327
18-24,2022-01-05,FluA,0.006103186747433918
18-24,2022-01-06,FluA,0.005876949794869979
18-24,2022-01-07,FluA,0.0050891199840034556
18-24,2022-01-08,FluA,0.002353632360141779
18-24,2022-01-09,FluA,0.0022591360205947444
18-24,2022-01-10,FluA,0.0022796774467181533
18-24,2022-01-11,FluA,0.0021691894116284863
18-24,2022-01-12,FluA,0.0019491225696445717
18-24,2022-01-13,FluA,0.0017882274087800724
18-24,2022-01-14,FluA,0.00192816704407364
18-24,2022-01-15,FluA,0.0019984288039719684
18-24,2022-01-16,FluA,0.0019549438654892786
18-24,2022-01-17,FluA,0.0018236326717510933
18-24,2022-01-18,FluA,0.0021416727056511545
18-24,2022-01-19,FluA,0.0021452298348210827
18-24,2022-01-20,FluA,0.0022053661781421294
18-24,2022-01-21,FluA,0.002127378131708185
18-24,2022-01-22,FluA,0.001948872622732927
18-24,2022-01-23,FluA,0.0018139174824281044
18-24,2022-01-24,FluA,0.0017375981665983871
18-24,2022-01-25,FluA,0.0014527295675881232
18-24,2022-01-26,FluA,0.0016243721948618118
18-24,2022-01-27,FluA,0.0016664599756071562
18-24,2022-01-28,FluA,0.0020385914496526478
18-24,2022-01-29,FluA,0.0024045871365513103
18-24,2022-01-30,FluA,0.0031993292111788937
18-24,2022-01-31,FluA,0.0034988992709136003
18-24,2022-02-01,FluA,0.003959431975891545
18-24,2022-02-02,FluA,0.004052386562361529
18-24,2022-02-03,FluA,0.004085462847179719
18-24,2022-02-04,FluA,0.0038588561658443837
18-24,2022-02-05,FluA,0.0038538630090518564
18-24,2022-02-06,FluA,0.003917890225396954
18-24,2022-02-07,FluA,0.003840754810444934
18-24,2022-02-08,FluA,0.0036629828520828535
18-24,2022-02-09,FluA,0.004338858553893959
18-24,2022-02-10,FluA,0.004636348013301522
18-24,2022-02-11,FluA,0.004662125650360798
18-24,2022-02-12,FluA,0.005395657882033466
18-24,2022-02-13,FluA,0.0049678550085784185
18-24,2022-02-14,FluA,0.005233447071405504
18-24,2022-02-15,FluA,0.006097153852446136
18-24,2022-02-16,FluA,0.005732672521614504
18-24,2022-02-17,FluA,0.007399815888107861
18-24,2022-02-18,FluA,0.00859011862286036
18-24,2022-02-19,FluA,0.008975053027021705
18-24,2022-02-20,FluA,0.010294699100012262
18-24,2022-02-21,FluA,0.011341711307457267
18-24,2022-02-22,FluA,0.011846063380265165
18-24,2022-02-23,FluA,0.012258876463264411
18-24,2022-02-24,FluA,0.011176812751353054
18-24,2022-02-25,FluA,0.010874428217945303
18-24,2022-02-26,FluA,0.011249386497531346
18-24,2022-02-27,FluA,0.011760569701022239
18-24,2022-02-28,FluA,0.011676243535946085
18-24,2022-03-01,FluA,0.011425361189717547
18-24,2022-03-02,FluA,0.011912542548600672
18-24,2022-03-03,FluA,0.011923258081213296
18-24,2022-03-04,FluA,0.011804700543950839
18-24,2022-03-05,FluA,0.011628215575159608
18-24,2022-03-06,FluA,0.010718847560528436
18-24,2022-03-07,FluA,0.010475466558827985
18-24,2022-03-08,FluA,0.009983402816992617
18-24,2022-03-09,FluA,0.009240612168893861
18-24,2022-03-10,FluA,0.009835616815826644
18-24,2022-03-11,FluA,0.01121942497551078
18-24,2022-03-12,FluA,0.011042713720446799
18-24,2022-03-13,FluA,0.011939914706104218
18-24,2022-03-14,FluA,0.012943763718338977
18-24,2022-03-15,FluA,0.015481463988947832
18-24,2022-03-16,FluA,0.017079353789864186
18-24,2022-03-17,FluA,0.018062208026786996
18-24,2022-03-18,FluA,0.018941654118145503
18-24,2022-03-19,FluA,0.019426109239209937
18-24,2022-03-20,FluA,0.019646380834086423
18-24,2022-03-21,FluA,0.020336925628360158
18-24,2022-03-22,FluA,0.020029631549405395
18-24,2022-03-23,FluA,0.019742996885549265
18-24,2022-03-24,FluA,0.020626741877171315
18-24,2022-03-25,FluA,0.020856596579656193
18-24,2022-03-26,FluA,0.022784514003261182
18-24,2022-03-27,FluA,0.02377078563173465
18-24,2022-03-28,FluA,0.023062949970496842
18-24,2022-03-29,FluA,0.023738413584158947
18-24,2022-03-30,FluA,0.02603388393246687
18-24,2022-03-31,FluA,0.026383557005579605
18-24,2022-04-01,FluA,0.02602743164945425
18-24,2022-04-02,FluA,0.025148932923035872
18-24,2022-04-03,FluA,0.023939510850304442
18-24,2022-04-04,FluA,0.02476480147208238
18-24,2022-04-05,FluA,0.022718171431812272
18-24,2022-04-06,FluA,0.023001490823577966
18-24,2022-04-07,FluA,0.02207191848508843
18-24,2022-04-08,FluA,0.021266429839132857
18-24,2022-04-09,FluA,0.021367907866602958
18-24,2022-04-10,FluA,0.021139023728793897
18-24,2022-04-11,FluA,0.02070797902730313
18-24,2022-04-12,FluA,0.021795336668243664
18-24,2022-04-13,FluA,0.02104561803427946
18-24,2022-04-14,FluA,0.021942537311544507
18-24,2022-04-15,FluA,0.023451172713278418
18-24,2022-04-16,FluA,0.022678663136254384
18-24,2022-04-17,FluA,0.02050946573929126
18-24,2022-04-18,FluA,0.020116491899134968
18-24,2022-04-19,FluA,0.01956022944612377
18-24,2022-04-20,FluA,0.01837483012369079
18-24,2022-04-21,FluA,0.01720440562201239
18-24,2022-04-22,FluA,0.015532042897018082
18-24,2022-04-23,FluA,0.0164149265860402
18-24,2022-04-24,FluA,0.018136096981909388
18-24,2022-04-25,FluA,0.018560056906417922
18-24,2022-04-26,FluA,0.018336288525934698
18-24,2022-04-27,FluA,0.016945601905223866
18-24,2022-04-28,FluA,0.01748768346667274
18-24,2022-04-29,FluA,0.01841999864791496
18-24,2022-04-30,FluA,0.0169358678426479
18-24,2022-05-01,FluA,0.017865108260454825
18-24,2022-05-02,FluA,0.017644539479714786
18-24,2022-05-03,FluA,0.017136050032497428
18-24,2022-05-04,FluA,0.0186174630277697
18-24,2022-05-05,FluA,0.018037736533328803
18-24,2022-05-06,FluA,0.016592576532672425
18-24,2022-05-07,FluA,0.016259519835023134
18-24,2022-05-08,FluA,0.015260636684435374
18-24,2022-05-09,FluA,0.015442794855760776
18-24,2022-05-10,FluA,0.014780398976337827
18-24,2022-05-11,FluA,0.013717387649285564
18-24,2022-05-12,FluA,0.013617749534916951
18-24,2022-05-13,FluA,0.014038721162021239
18-24,2022-05-14,FluA,0.013919493825296942
18-24,2022-05-15,FluA,0.014020814540823833
18-24,2022-05-16,FluA,0.012558883614607191
18-24,2022-05-17,FluA,0.013718769931158406
18-24,2022-05-18,FluA,0.014798562977988202
18-24,2022-05-19,FluA,0.014326928653291437
18-24,2022-05-20,FluA,0.014853894179427823
18-24,2022-05-21,FluA,0.014292726951593929
18-24,2022-05-22,FluA,0.014465648881101927
18-24,2022-05-23,FluA,0.015054279800169388
18-24,2022-05-24,FluA,0.015469279735782937
18-24,2022-05-25,FluA,0.014031932727858796
18-24,2022-05-26,FluA,0.013866186573181323
18-24,2022-05-27,FluA,0.014010868447447603
18-24,2022-05-28,FluA,0.014697567050812873
18-24,2022-05-29,FluA,0.014403732469528691
18-24,2022-05-30,FluA,0.014319612471638819
18-24,2022-05-31,FluA,0.013716671704221256
18-24,2022-06-01,FluA,0.015135379393087654
18-24,2022-06-02,FluA,0.014784549054153984
18-24,2022-06-03,FluA,0.013779373475777932
18-24,2022-06-04,FluA,0.012954888276292733
18-24,2022-06-05,FluA,0.01307939283048411
18-24,2022-06-06,FluA,0.012953994387042854
18-24,2022-06-07,FluA,0.013270680245551074
18-24,2022-06-08,FluA,0.012744998504988543
18-24,2022-06-09,FluA,0.012350402464325087
18-24,2022-06-10,FluA,0.011975511411799367
18-24,2022-06-11,FluA,0.012401225453813306
18-24,2022-06-12,FluA,0.011853975015588183
18-24,2022-06-13,FluA,0.011628966128682566
18-24,2022-06-14,FluA,0.011020506277953207
18-24,2022-06-15,FluA,0.009560210416282309
18-24,2022-06-16,FluA,0.009434332566906655
18-24,2022-06-17,FluA,0.008771853290723464
18-24,2022-06-18,FluA,0.00949423921717373
18-24,2022-06-19,FluA,0.009211489989524979
18-24,2022-06-20,FluA,0.009523854428794736
18-24,2022-06-21,FluA,0.008265076019195381
18-24,2022-06-22,FluA,0.00815827254482563
18-24,2022-06-23,FluA,0.0074892639640800965
25-44,2021-11-02,FluA,0.00693762523966736
25-44,2021-11-03,FluA,0.0052229644392502725
25-44,2021-11-04,FluA,0.004557505113742784
25-44,2021-11-05,FluA,0.0032021556615922527
25-44,2021-11-06,FluA,0.002802451686008688
25-44,2021-11-07,FluA,0.0023811775069319837
25-44,2021-11-08,FluA,0.0021038707021016306
25-44,2021-11-09,FluA,0.0024135176624708898
25-44,2021-11-10,FluA,0.002688172651310414
25-44,2021-11-11,FluA,0.002915870299599108
25-44,2021-11-12,FluA,0.0029610779047567373
25-44,2021-11-13,FluA,0.0030118428955282213
25-44,2021-11-14,FluA,0.002908484474500628
25-44,2021-11-15,FluA,0.0029582510430519247
25-44,2021-11-16,FluA,0.002998273040847355
25-44,2021-11-17,FluA,0.003269844293652118
25-44,2021-11-18,FluA,0.003626928849486448
25-44,2021-11-19,FluA,0.0038291810408124746
25-44,2021-11-20,FluA,0.004262248362508561
25-44,2021-11-21,FluA,0.004564450976849903
25-44,2021-11-22,FluA,0.004904107488784536
25-44,2021-11-23,FluA,0.00487680229895427
25-44,2021-11-24,FluA,0.0047168342069505344
25-44,2021-11-25,FluA,0.004511685703569204
25-44,2021-11-26,FluA,0.004504885569901733
25-44,2021-11-27,FluA,0.004776881068006921
25-44,2021-11-28,FluA,0.005062544963319797
25-44,2021-11-29,FluA,0.005599871613219005
25-44,2021-11-30,FluA,0.006503287330404821
25-44,2021-12-01,FluA,0.0076705800856192745
25-44,2021-12-02,FluA,0.008454493941937645
25-44,2021-12-03,FluA,0.009044038384090843
25-44,2021-12-04,FluA,0.00910494443594635
25-44,2021-12-05,FluA,0.009292929931122145
25-44,2021-12-06,FluA,0.009008529565809371
25-44,2021-12-07,FluA,0.008622463352106133
25-44,2021-12-08,FluA,0.008051098052705494
25-44,2021-12-09,FluA,0.007928183207358037
25-44,2021-12-10,FluA,0.007764338141772748
25-44,2021-12-11,FluA,0.007658280878186388
25-44,2021-12-12,FluA,0.00771573136041645
25-44,2021-12-13,FluA,0.00804911795797962
25-44,2021-12-14,FluA,0.008502362169571542
25-44,2021-12-15,FluA,0.008889816293727927
25-44,2021-12-16,FluA,0.009024387231458153
25-44,2021-12-17,FluA,0.009046666236657024
25-44,2021-12-18,FluA,0.00891078466250299
25-44,2021-12-19,FluA,0.008667480665619082
25-44,2021-12-20,FluA,0.008224120862689484
25-44,2021-12-21,FluA,0.007624236180769814
25-44,2021-12-22,FluA,0.006814500284455633
25-44,2021-12-23,FluA,0.006083421377346262
25-44,2021-12-24,FluA,0.005820960374389224
25-44,2021-12-25,FluA,0.0050295744898356375
25-44,2021-12-26,FluA,0.004698034993972729
25-44,2021-12-27,FluA,0.004509074831661767
25-44,2021-12-28,FluA,0.0041407915905694636
25-44,2021-12-29,FluA,0.004028228241485366
25-44,2021-12-30,FluA,0.0037635861648691394
25-44,2021-12-31,FluA,0.0036939872715759663
25-44,2022-01-01,FluA,0.0043233138920920145
25-44,2022-01-02,FluA,0.003962845094166717
25-44,2022-01-03,FluA,0.003566854683963666
25-44,2022-01-04,FluA,0.003253886345464969
25-44,2022-01-05,FluA,0.002858650910892452
25-44,2022-01-06,FluA,0.0026804114472936636
25-44,2022-01-07,FluA,0.0021688888225339102
25-44,2022-01-08,FluA,0.0017244240691227204
25-44,2022-01-09,FluA,0.0016887121372001432
25-44,2022-01-10,FluA,0.001570735496233031
25-44,2022-01-11,FluA,0.0015141880308600084
25-44,2022-01-12,FluA,0.0014307076373078873
25-44,2022-01-13,FluA,0.0014638750321098717
25-44,2022-01-14,FluA,0.0013768822358996252
25-44,2022-01-15,FluA,0.0013452301129344946
25-44,2022-01-16,FluA,0.0012923104022222827
25-44,2022-01-17,FluA,0.0014120202772892195
25-44,2022-01-18,FluA,0.0013219770713545824
25-44,2022-01-19,FluA,0.0013194144151847595
25-44,2022-01-20,FluA,0.0011999549705575382
25-44,2022-01-21,FluA,0.001265857643080628
25-44,2022-01-22,FluA,0.0012149224857515698
25-44,2022-01-23,FluA,0.0011831855154121444
25-44,2022-01-24,FluA,0.0011021063015966618
25-44,2022-01-25,FluA,0.0011347649247627945
25-44,2022-01-26,FluA,0.0012970545938775183
25-44,2022-01-27,FluA,0.0014570195017051342
25-44,2022-01-28,FluA,0.0014531526720374598
25-44,2022-01-29,FluA,0.001591018967877946
25-44,2022-01-30,FluA,0.0016727047437715583
25-44,2022-01-31,FluA,0.0016853733881310167
25-44,2022-02-01,FluA,0.001874629016943129
25-44,2022-02-02,FluA,0.0019625533581065675
25-44,2022-02-03,FluA,0.001986951450599313
25-44,2022-02-04,FluA,0.002017376086715957
25-44,2022-02-05,FluA,0.0021008807474656686
25-44,2022-02-06,FluA,0.0024273797996456547
25-44,2022-02-07,FluA,0.0026121186274708627
25-44,2022-02-08,FluA,0.002620044437312658
25-44,2022-02-09,FluA,0.0026482016241376996
25-44,2022-02-10,FluA,0.002591563876837087
25-44,2022-02-11,FluA,0.0029165109718378435
25-44,2022-02-12,FluA,0.0028365796329131937
25-44,2022-02-13,FluA,0.002728019948321586
25-44,2022-02-14,FluA,0.0028043382698400435
25-44,2022-02-15,FluA,0.0028971863238016243
25-44,2022-02-16,FluA,0.0029512805143299824
25-44,2022-02-17,FluA,0.003292368144964329
25-44,2022-02-18,FluA,0.003513101061580075
25-44,2022-02-19,FluA,0.0034489684320342696
25-44,2022-02-20,FluA,0.0035641246191302654
25-44,2022-02-21,FluA,0.003669445293962106
25-44,2022-02-22,FluA,0.0038089563022969046
25-44,2022-02-23,FluA,0.004268621702672967
25-44,2022-02-24,FluA,0.004286543787790863
25-44,2022-02-25,FluA,0.004341579529428745
25-44,2022-02-26,FluA,0.004844018834829899
25-44,2022-02-27,FluA,0.005318439148385971
25-44,2022-02-28,FluA,0.005459233300370688
25-44,2022-03-01,FluA,0.005519097709910362
25-44,2022-03-02,FluA,0.0051882927123673055
25-44,2022-03-03,FluA,0.00536291249115902
25-44,2022-03-04,FluA,0.005192227252467582
25-44,2022-03-05,FluA,0.005022009839604507
25-44,2022-03-06,FluA,0.004529800492254338
25-44,2022-03-07,FluA,0.0047323217288484
25-44,2022-03-08,FluA,0.0048777202651384315
25-44,2022-03-09,FluA,0.005217418174153728
25-44,2022-03-10,FluA,0.005384987792552601
25-44,2022-03-11,FluA,0.005609388948273932
25-44,2022-03-12,FluA,0.005685206269523122
25-44,2022-03-13,FluA,0.006191316323324528
25-44,2022-03-14,FluA,0.006554430337267736
25-44,2022-03-15,FluA,0.006493065929606411
25-44,2022-03-16,FluA,0.0067145206754917405
25-44,2022-03-17,FluA,0.007377607788607468
25-44,2022-03-18,FluA,0.008097988891697185
25-44,2022-03-19,FluA,0.008811434977816873
25-44,2022-03-20,FluA,0.008879415477529833
25-44,2022-03-21,FluA,0.0091266918278031
25-44,2022-03-22,FluA,0.009495822541800477
25-44,2022-03-23,FluA,0.010111883253390372
25-44,2022-03-24,FluA,0.009787573863777228
25-44,2022-03-25,FluA,0.01011026466313114
25-44,2022-03-26,FluA,0.010702850265191213
25-44,2022-03-27,FluA,0.010428248000496628
25-44,2022-03-28,FluA,0.010382330513101539
25-44,2022-03-29,FluA,0.010772470308078947
25-44,2022-03-30,FluA,0.010891018856331758
25-44,2022-03-31,FluA,0.011186821263134488
25-44,2022-04-01,FluA,0.010714891338664366
25-44,2022-04-02,FluA,0.009723494500864672
25-44,2022-04-03,FluA,0.010549045060071404
25-44,2022-04-04,FluA,0.010960940380595785
25-44,2022-04-05,FluA,0.010813065139918763
25-44,2022-04-06,FluA,0.010472417302326077
25-44,2022-04-07,FluA,0.010448657645608567
25-44,2022-04-08,FluA,0.010550716200152141
25-44,2022-04-09,FluA,0.010594012527014527
25-44,2022-04-10,FluA,0.009907955663628643
25-44,2022-04-11,FluA,0.009372761207680014
25-44,2022-04-12,FluA,0.010152889794760601
25-44,2022-04-13,FluA,0.010656792023118995
25-44,2022-04-14,FluA,0.011194740010829476
25-44,2022-04-15,FluA,0.011636411784809607
25-44,2022-04-16,FluA,0.01187203968629485
25-44,2022-04-17,FluA,0.012368444931457686
25-44,2022-04-18,FluA,0.012541714239180778
25-44,2022-04-19,FluA,0.01208296786638016
25-44,2022-04-20,FluA,0.011433066643594407
25-44,2022-04-21,FluA,0.011464818351919873
25-44,2022-04-22,FluA,0.010801740237477335
25-44,2022-04-23,FluA,0.010607597285212591
25-44,2022-04-24,FluA,0.010658917420214737
25-44,2022-04-25,FluA,0.010978992346313016
25-44,2022-04-26,FluA,0.01067847665981243
25-44,2022-04-27,FluA,0.010950353816133315
25-44,2022-04-28,FluA,0.010083938042952715
25-44,2022-04-29,FluA,0.010260144835861183
25-44,2022-04-30,FluA,0.010524046124333294
25-44,2022-05-01,FluA,0.010586365033133644
25-44,2022-05-02,FluA,0.010468376872548814
25-44,2022-05-03,FluA,0.010713970871706712
25-44,2022-05-04,FluA,0.010561973551910199
25-44,2022-05-05,FluA,0.0107277635514145
25-44,2022-05-06,FluA,0.011057077619991475
25-44,2022-05-07,FluA,0.011309898814834974
25-44,2022-05-08,FluA,0.010981608653543877
25-44,2022-05-09,FluA,0.010884602639399384
25-44,2022-05-10,FluA,0.010767968127624804
25-44,2022-05-11,FluA,0.011189529563603483
25-44,2022-05-12,FluA,0.011532808149866255
25-44,2022-05-13,FluA,0.0112611159196211
25-44,2022-05-14,FluA,0.011038356726084891
25-44,2022-05-15,FluA,0.011165387262594282
25-44,2022-05-16,FluA,0.010915055592186253
25-44,2022-05-17,FluA,0.011073159028135013
25-44,2022-05-18,FluA,0.011054363796100097
25-44,2022-05-19,FluA,0.011249715300949027
25-44,2022-05-20,FluA,0.011163469484003775
25-44,2022-05-21,FluA,0.010974068709513604
25-44,2022-05-22,FluA,0.010972290513047394
25-44,2022-05-23,FluA,0.010840197721671888
25-44,2022-05-24,FluA,0.010653548514227593
25-44,2022-05-25,FluA,0.010348459741273025
25-44,2022-05-26,FluA,0.009246929284895887
25-44,2022-05-27,FluA,0.009285371371559017
25-44,2022-05-28,FluA,0.009653625955687695
25-44,2022-05-29,FluA,0.0097228146288894
25-44,2022-05-30,FluA,0.009360913167551067
25-44,2022-05-31,FluA,0.00957219121254345
25-44,2022-06-01,FluA,0.010168642799496934
25-44,2022-06-02,FluA,0.01132241690450719
25-44,2022-06-03,FluA,0.01176313862073291
25-44,2022-06-04,FluA,0.011461826625562227
25-44,2022-06-05,FluA,0.011141994093690802
25-44,2022-06-06,FluA,0.011843037303762561
25-44,2022-06-07,FluA,0.01173223245919752
25-44,2022-06-08,FluA,0.010647572493091664
25-44,2022-06-09,FluA,0.009982716418528137
25-44,2022-06-10,FluA,0.009247106328841003
25-44,2022-06-11,FluA,0.008868671574162048
25-44,2022-06-12,FluA,0.008644833646396627
25-44,2022-06-13,FluA,0.008123639205579096
25-44,2022-06-14,FluA,0.007711428480650355
25-44,2022-06-15,FluA,0.007551954552316812
25-44,2022-06-16,FluA,0.006985453456878714
25-44,2022-06-17,FluA,0.006743707576514977
25-44,2022-06-18,FluA,0.006462577408717325
25-44,2022-06-19,FluA,0.006144169257775375
25-44,2022-06-20,FluA,0.00612760804006216
25-44,2022-06-21,FluA,0.005987973326602214
25-44,2022-06-22,FluA,0.0059282347699155915
25-44,2022-06-23,FluA,0.005595999766417351
45-64,2021-11-02,FluA,0.004678024193757633
45-64,2021-11-03,FluA,0.004284593563638406
45-64,2021-11-04,FluA,0.003723880835459476
45-64,2021-11-05,FluA,0.002893893855609128
45-64,2021-11-06,FluA,0.0018920105284728002
45-64,2021-11-07,FluA,0.0009678844649311669
45-64,2021-11-08,FluA,0.0005679184866417983
45-64,2021-11-09,FluA,0.0007268341222787217
45-64,2021-11-10,FluA,0.0009071058750590255
45-64,2021-11-11,FluA,0.0011390168212556861
45-64,2021-11-12,FluA,0.0011193286711905337
45-64,2021-11-13,FluA,0.001113861647253853
45-64,2021-11-14,FluA,0.0013437202841921358
45-64,2021-11-15,FluA,0.0014470024923572996
45-64,2021-11-16,FluA,0.0014339836804363932
45-64,2021-11-17,FluA,0.001342396790337517
45-64,2021-11-18,FluA,0.001399329266935417
45-64,2021-11-19,FluA,0.0015710433754430463
45-64,2021-11-20,FluA,0.0016669785994495852
45-64,2021-11-21,FluA,0.001651942733725051
45-64,2021-11-22,FluA,0.0017572007497021688
45-64,2021-11-23,FluA,0.0018717412467520525
45-64,2021-11-24,FluA,0.0018111461593874729
45-64,2021-11-25,FluA,0.0015223027365929129
45-64,2021-11-26,FluA,0.0014730511598490938
45-64,2021-11-27,FluA,0.0016259726721758357
45-64,2021-11-28,FluA,0.001849568894621874
45-64,2021-11-29,FluA,0.002056286902640994
45-64,2021-11-30,FluA,0.002405504359338235
45-64,2021-12-01,FluA,0.0029074164541712153
45-64,2021-12-02,FluA,0.00352933565074375
45-64,2021-12-03,FluA,0.003792927192686557
45-64,2021-12-04,FluA,0.004010111790743202
45-64,2021-12-05,FluA,0.00402443362037519
45-64,2021-12-06,FluA,0.004178703022478119
45-64,2021-12-07,FluA,0.0038601972474121044
45-64,2021-12-08,FluA,0.0037185370447678254
45-64,2021-12-09,FluA,0.0036832477867266753
45-64,2021-12-10,FluA,0.0035143798280483705
45-64,2021-12-11,FluA,0.003475034734756859
45-64,2021-12-12,FluA,0.003744889474728327
45-64,2021-12-13,FluA,0.00363156109599511
45-64,2021-12-14,FluA,0.00382673307634511
45-64,2021-12-15,FluA,0.003989983105306371
45-64,2021-12-16,FluA,0.003973140749963974
45-64,2021-12-17,FluA,0.00410631113098881
45-64,2021-12-18,FluA,0.0042092872236754566
45-64,2021-12-19,FluA,0.004182706972749087
45-64,2021-12-20,FluA,0.004141733182025619
45-64,2021-12-21,FluA,0.004289544595558875
45-64,2021-12-22,FluA,0.004236134452786795
45-64,2021-12-23,FluA,0.004142802043106899
45-64,2021-12-24,FluA,0.003942606428672164
45-64,2021-12-25,FluA,0.00334440104482371
45-64,2021-12-26,FluA,0.00320322205577147
45-64,2021-12-27,FluA,0.0031813632083042493
45-64,2021-12-28,FluA,0.0028448208443416774
45-64,2021-12-29,FluA,0.0027929397308020187
45-64,2021-12-30,FluA,0.00267088084321985
45-64,2021-12-31,FluA,0.0025905291701910083
45-64,2022-01-01,FluA,0.0025905291701910083
45-64,2022-01-02,FluA,0.0021934588798794784
45-64,2022-01-03,FluA,0.0018847245033295277
45-64,2022-01-04,FluA,0.0016882517346408384
45-64,2022-01-05,FluA,0.001336433922794856
45-64,2022-01-06,FluA,0.00118135632933731
45-64,2022-01-07,FluA,0.001072520485327296
45-64,2022-01-08,FluA,0.0012468276144888787
45-64,2022-01-09,FluA,0.0012301689924770016
45-64,2022-01-10,FluA,0.0010866491916159727
45-64,2022-01-11,FluA,0.0010114030426669177
45-64,2022-01-12,FluA,0.0008479852091498819
45-64,2022-01-13,FluA,0.0007841724620038557
45-64,2022-01-14,FluA,0.0007219271825517937
45-64,2022-01-15,FluA,0.0006744914058388281
45-64,2022-01-16,FluA,0.000589793528088717
45-64,2022-01-17,FluA,0.0006319922792977682
45-64,2022-01-18,FluA,0.0006080282330672356
45-64,2022-01-19,FluA,0.000727280019778023
45-64,2022-01-20,FluA,0.0007277152119421398
45-64,2022-01-21,FluA,0.0007434441057137094
45-64,2022-01-22,FluA,0.0006854859914981568
45-64,2022-01-23,FluA,0.0007358855370587397
45-64,2022-01-24,FluA,0.0007998672821383873
45-64,2022-01-25,FluA,0.0008683693585148763
45-64,2022-01-26,FluA,0.000752713780728041
45-64,2022-01-27,FluA,0.0007588786543248421
45-64,2022-01-28,FluA,0.0007371643244053179
45-64,2022-01-29,FluA,0.0007904295277862307
45-64,2022-01-30,FluA,0.0008543388319700116
45-64,2022-01-31,FluA,0.0008173302026568139
45-64,2022-02-01,FluA,0.0007894042771397892
45-64,2022-02-02,FluA,0.0009054956499803203
45-64,2022-02-03,FluA,0.000990597818390513
45-64,2022-02-04,FluA,0.0010891441024359332
45-64,2022-02-05,FluA,0.0010807054242432481
45-64,2022-02-06,FluA,0.0010409685292374743
45-64,2022-02-07,FluA,0.0010982742859307823
45-64,2022-02-08,FluA,0.001487931684090981
45-64,2022-02-09,FluA,0.0016976203971255037
45-64,2022-02-10,FluA,0.0018125030769632806
45-64,2022-02-11,FluA,0.0018101701222304448
45-64,2022-02-12,FluA,0.0019731065554337034
45-64,2022-02-13,FluA,0.0020996181151717126
45-64,2022-02-14,FluA,0.00220667905777285
45-64,2022-02-15,FluA,0.0020205353818278193
45-64,2022-02-16,FluA,0.002046743138670744
45-64,2022-02-17,FluA,0.001883940862241546
